id,image,gt,source_name,source_code,source_title,publisher,publication_year,source_material,source_category,sample_type,scene,difficulty,script_mix,has_digit,line_count,nonspace_len,yi_count,han_count,latin_count,digit_count,original_id,original_image,page_file,page,box,part,region_kind,original_source_name,original_source_code
gen_yu_hua_line_000012,images/gen_yu_hua_line_000012.png,ꃤꈬꄰꁮꅉ……162——175,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,15,5,0,0,6,book_00012_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_012,images/book_00012_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_012.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,12,,,
gen_yu_hua_line_000013,images/gen_yu_hua_line_000013.png,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176——189,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,20,10,0,0,6,book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013,images/book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,13,,,
gen_yu_hua_line_000014,images/gen_yu_hua_line_000014.png,ꀄꂼꂻꈤꀋꉆ……190—203,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,15,6,0,0,6,book_00014_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_014,images/book_00014_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_014.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,14,,,
gen_yu_hua_line_000015,images/gen_yu_hua_line_000015.png,ꀈꄿꃱꋯꃷ……204—209,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,14,5,0,0,6,book_00015_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_015,images/book_00015_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_015.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,15,,,
gen_yu_hua_line_000016,images/gen_yu_hua_line_000016.png,12ꀋꍝ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,4,2,0,0,2,book_00016_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v3_box_001__header_text_line,images/book_00016_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v3_box_001__header_text_line.png,gen_yu_hua_p018_novel_plain_yi.png,18,1,,,,
gen_yu_hua_line_000017,images/gen_yu_hua_line_000017.png,ꉢꁏꎽꆹꇬꆏ，ꉠꑓꂪꃴꐎꆗꄷꑠꇅꄹꇈ，ꀋꂓꂶꌠꋌꇷꌊꀋꎺꃅꋌꑣꄑꏿ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,31,0,0,0,book_00017_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_001,images/book_00017_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_001.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,1,,,
gen_yu_hua_line_000018,images/gen_yu_hua_line_000018.png,ꇫꑌ，ꄚꆏꉡꑌꉢꋌꇷꐂꑐꀕꄉꀌꀠꂶꌠꉢꄝꇿꎭꀋꐚꑓꍰꅍꇰꀋꂓꐏꄚ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,31,0,0,0,book_00018_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_002,images/book_00018_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_002.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,2,,,
gen_yu_hua_line_000019,images/gen_yu_hua_line_000019.png,ꉆꇬꆏ，ꌠꆗꈧꌠꐃꁆꏩꅉꃅꇬꊎꂃꄉꒉꌦꄉꏽ。ꀋꂓꂶꌠꆹꈁꑓꅩꍠꅍ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,30,0,0,0,book_00019_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_003,images/book_00019_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_003.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,3,,,
gen_yu_hua_line_000020,images/gen_yu_hua_line_000020.png,ꌦꀽꇁꄉꏽꃅ，ꇇꃶꇇꂿꄹꀂꏾꅑꇫꑌ。ꊿꑸꑽꋠꇫꑌꑴꌦꈧꌠꆹꌠꆗꈧ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,30,0,0,0,book_00020_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_004,images/book_00020_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_004.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,4,,,
gen_yu_hua_line_000021,images/gen_yu_hua_line_000021.png,ꌠꑡꒉꌠꊿꊇꋋꅉꀋꐚꄉꈍꉘꑓꍝꃅꇫꑌ。ꎭꂵꆿꌺꂶꌠꑌꑬꆏꈾꏜꀉꁁ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,31,0,0,0,book_00021_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_005,images/book_00021_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_005.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,5,,,
gen_yu_hua_line_000022,images/gen_yu_hua_line_000022.png,ꑠꁧꇬꑌꌠꉥꆀ，ꑡꑌꋌꉜꋍꑓꋪꇬꊐꄉꌐꐤꁮ，ꋘꉬꃅꋌꍻꋍꀿꃶꄰꌺꀁ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,31,0,0,0,book_00022_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_006,images/book_00022_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_006.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,6,,,
gen_yu_hua_line_000023,images/gen_yu_hua_line_000023.png,ꑳꋒꌠꎭꂵꊇꌺꋍꄲꀵꄉꇈ，ꑊꑍꆈꁴꅍ“ꇗꀋꁨꀸꀋꁨꊿ！ꇐꇭꋋꂷꅽꈩ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,30,0,0,0,book_00023_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_007,images/book_00023_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_007.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,7,,,
gen_yu_hua_line_000024,images/gen_yu_hua_line_000024.png,ꋏꂷꅀꑞꉬ”ꄷꎭꂵꊇꌺꋌꁒꀊꑙꈿ。ꉡꑌꄚꆏꎭꂵꆿꌺꏦꄉꀋꎺꃅꉢꂇ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,30,0,0,0,book_00024_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_008,images/book_00024_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_008.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,8,,,
gen_yu_hua_line_000025,images/gen_yu_hua_line_000025.png,ꆹꌠꆗꈧꌠꈪꄙꑌ。ꌠꆗꈧꌠꑓꋪꀏꐱꄉꑓꃈꋏꐯꀦ，ꄷꀋꁧꆺꄝꐬꇓꊎ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,30,0,0,0,book_00025_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_009,images/book_00025_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_009.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,9,,,
gen_yu_hua_line_000026,images/gen_yu_hua_line_000026.png,ꑡꌌꐮꌕꀋꐚ。ꀋꃋꑲꆀꉪꇁꇬ：“ꆏꌞꀋꃋꊐꇈꌞꌺꑮꃀꍯꂶꌠꄈꇗꁨꀸ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,30,0,0,0,book_00026_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_010,images/book_00026_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_010.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,10,,,
gen_yu_hua_line_000027,images/gen_yu_hua_line_000027.png,ꁨꀐ，ꈨꑌꉘꁮꆎꊃꂿ”ꄷꉉꋭ。,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,15,12,0,0,0,book_00027_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_011,images/book_00027_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_011.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,11,,,
gen_yu_hua_line_000028,images/gen_yu_hua_line_000028.png,ꑠꄮꇬꆏꊿꋋꑍꂷꊿꉜꇬꀋꋪꀕꃅꐙꀐꐥꁮ，ꄚꈀꄸꑌꈌꋊꀋꀬ。ꎭ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,30,28,0,0,0,book_00028_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_012,images/book_00028_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_012.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,12,,,
gen_yu_hua_line_000029,images/gen_yu_hua_line_000029.png,ꂵꆿꌺꄰꑭꊂꊿꐲꀉꇨꑷꉬꄉ，ꈀꄸꑌꋍꀑꋌꌌꊿꀸꇀꏦ。,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,26,24,0,0,0,book_00029_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_013,images/book_00029_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_013.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,13,,,
gen_yu_hua_line_000030,images/gen_yu_hua_line_000030.png,ꉠꀉꂿꑌꋌꉜꇬ“ꉐꆈꀉꐚꃮꄟꄸ，ꇌꆈꁍꎼꉇꄟꄸ”ꐤꁮ，ꄚꈍꏯꑌ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,31,27,0,0,0,book_00030_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_014,images/book_00030_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_014.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,14,,,
gen_yu_hua_line_000031,images/gen_yu_hua_line_000031.png,ꉉꀋꌒꌊꐙꃅꃀꇭꏭ：“ꋍꃀꇭꀋ，ꉪꆹꀀꁈꀉꁧꐛꄉ，ꈂꏽꈁꏾꃅꐯꉇꀋ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,29,0,0,0,book_00031_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_015,images/book_00031_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_015.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,15,,,
gen_yu_hua_line_000032,images/gen_yu_hua_line_000032.png,ꉆꀐ，ꆎꄉꂴꋍꏢꌠꀐꇬꀿꃅꋍꃅꇁꌠꐛ，ꉈꑴꆏꃷꇎꀋꃀꉌꂵꐮꄉꋌꑵꅇ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,33,31,0,0,0,book_00032_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_016,images/book_00032_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_016.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,16,,,
gen_yu_hua_line_000033,images/gen_yu_hua_line_000033.png,ꉉꐮꇬꇉꃹꅲꑵꉬꌠꉥ，ꈀꎭꀕꆏꑴꌠꇓꂵꉅꂴꅥꅉꃅꄉꅊꇈ”ꄷꉉꋺ。,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,29,0,0,0,book_00033_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_017,images/book_00033_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_017.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,17,,,
gen_yu_hua_line_000034,images/gen_yu_hua_line_000034.png,ꐙꃅꃀꇭꑌꊒꆽꀕꃅꆹꉉꀋꉆꄉꁦꏮꇈꏮꃅ：“ꇐꇭꀋ，ꀋꂮꀉꑳꀵ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,30,27,0,0,0,book_00034_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_018,images/book_00034_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_018.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,18,,,
gen_yu_hua_line_000035,images/gen_yu_hua_line_000035.png,ꇗꌧꐛꋋꈨꆏꀨꎹꌊꊾꒆꊿꐙꂯꄉꀐ。ꈍꌺꑌꒆꊭꉩꑴꇬꌺꃰꋋꑵꆹꋍꈓ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,31,0,0,0,book_00035_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_019,images/book_00035_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_019.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,19,,,
gen_yu_hua_line_000036,images/gen_yu_hua_line_000036.png,ꀉꄂꃅꒆꆹꑟꑵꄸ，ꋌꉈꆏꆎꄈꐥꌒꇁꀐꌠꉬ。ꀃ——ꀊ，ꀊꆺꃅꑖꑠꑷ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,32,27,0,0,0,book_00036_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_020,images/book_00036_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_020.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,20,,,
gen_yu_hua_line_000037,images/gen_yu_hua_line_000037.png,ꑌꅽꑠꂷꀋꉬꇮꇬꈍꃅꂯꀋꆾ”ꄷꉉ。,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,17,15,0,0,0,book_00037_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_021,images/book_00037_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_021.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,21,,,
gen_yu_hua_line_000038,images/gen_yu_hua_line_000038.png,ꇯꍝꑌꋋꈨ，ꀋꂓꀋꉬꇮꇬꆹꀊꑖꄰꌺꍸꇖꇜꋋꈨꌕꀥꃘꈜꃰ，ꋍꂷ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,30,28,0,0,0,book_00038_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_022,images/book_00038_gen_yu_hua__gen_yu_hua_p018_novel_plain_yi__v4_box_002__part_022.png,gen_yu_hua_p018_novel_plain_yi.png,18,2,22,,,
gen_yu_hua_line_000039,images/gen_yu_hua_line_000039.png,ꐴꌋꆀꃨ 43,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,True,1,6,4,0,0,2,book_00039_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v3_box_001__header_text_line,images/book_00039_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v3_box_001__header_text_line.png,gen_yu_hua_p049_novel_plain_yi.png,49,1,,,,
gen_yu_hua_line_000040,images/gen_yu_hua_line_000040.png,ꋍꑊꉮꀙꀐ，ꌌꊿꆓꌦꊐꑠꉇꃅꊿꆓꍓꈹꌠꀋꂸ。ꀋꇷ，ꀋꑍꃀꇯꈂꌐꄝꁨꌦꇬꀋꎭꃅꌊ，,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,40,36,0,0,0,book_00040_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_001,images/book_00040_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_001.png,gen_yu_hua_p049_novel_plain_yi.png,49,2,1,,,
gen_yu_hua_line_000041,images/gen_yu_hua_line_000041.png,ꀋꃉꈀꋩꑷꑠꂷꒃꇁꂯꀋꆾ？,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,13,12,0,0,0,book_00041_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_002,images/book_00041_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_002.png,gen_yu_hua_p049_novel_plain_yi.png,49,2,2,,,
gen_yu_hua_line_000042,images/gen_yu_hua_line_000042.png,“ꀋꇷ，ꉠꀃꅉꂶꌠꊿꌌꈼꄜꇩꇬꑌꀞꐕ，ꀋꃉꆏꂄꃅꂿꄷꄸꐙ，ꉌꂵꀋꂄꌊꊿꉮ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,36,32,0,0,0,book_00042_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_003,images/book_00042_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_003.png,gen_yu_hua_p049_novel_plain_yi.png,49,2,3,,,
gen_yu_hua_line_000043,images/gen_yu_hua_line_000043.png,ꄷꂓꄸꆈꒉꀕꑠꇬꇯꊌꌦꀐ。ꄷꀋꁧꉢꃅꉢꆾꌊꊂꋍꑍꐙꈌꃀꀈꇭꑌꐤꎭꁧꀐꉂꉠꉌꆅ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,38,37,0,0,0,book_00043_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_004,images/book_00043_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_002__part_004.png,gen_yu_hua_p049_novel_plain_yi.png,49,2,4,,,
gen_yu_hua_line_000044,images/gen_yu_hua_line_000044.png,ꌦꄉꏽ。,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,4,3,0,0,0,book_00044_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_001,images/book_00044_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_001.png,gen_yu_hua_p049_novel_plain_yi.png,49,3,1,,,
gen_yu_hua_line_000045,images/gen_yu_hua_line_000045.png,“ꀉꂿꆹꉠꏯꊼꇅꉈꏹꄷꀋꁧ，ꀱꌊꂱꀯꃝꉢꀁꄉ：‘ꆏꇿꀕꀐ，ꆏꂾꀕꀐ？ꀉꂿꑌꋍ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,38,32,0,0,0,book_00045_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_002,images/book_00045_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_002.png,gen_yu_hua_p049_novel_plain_yi.png,49,3,2,,,
gen_yu_hua_line_000046,images/gen_yu_hua_line_000046.png,ꏳꌧꄉꆏꄩꆏꑲꌠꄸꇝ。ꀋꌩꏍꑵꀿꃅꐤꉘꇨꑲꆏꅇꀵꉐꀳꇁꑵꉬꄷꆏꑇꀐꀞ？ꌞꈂꀸ,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,False,1,38,36,0,0,0,book_00046_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_003,images/book_00046_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_003.png,gen_yu_hua_p049_novel_plain_yi.png,49,3,3,,,
