id,source_name,sample_type,script_mix,difficulty,has_digit,ned,ws_ned,nfkc_ws_ned,yi_ned,han_ned,dist,gt_len,pred_len,flags,original_id,gt,pred
handwriting_region_000567,真实手写,region,yi,hard,False,0.209677,0.220339,0.220339,0.254902,,13,61,62,ascii_any,handwriting_00023_hw_20260619_023_HWN_PARAGRAPH_3LINE_003,"ꃅꃴꃅꇴꌅꊂꑟ，ꉬꄚꇴꌅꆏ，ꀱꇁ
ꄵꇓꁦꂪꉆ。ꁡꇤꆗꈩꅉꑌꐛ，
ꁍꉺꌺꌕꄚꄉꒆ。ꌺꇢꀋꈨꆹꐈꆃ，ꃅ
ꏂꊀꁱꌈ，ꌩꇺꃅꌐꊤ，","ꃅꊴꃴꃅꇴꌅꊂꁥ，ꉬꄚꇴꌅꆏ，ꀱꑍ
ꄵꁘꁧꂪꉆ。ꁡꇓꆗꈩꁓꅪꐛ，
ꁍꎌꌺꌕꄚꄉꒆ。ꌺꇢꀋꈨꆹꐈꆃ，ꃅ
ꏂꃱꁱꌈ，ꃼꀺꃅꌐꁻ，"
handwriting_region_000577,真实手写,region,yi_han,hard,False,0.188406,0.196970,0.196970,0.203704,1.000000,13,69,68,ascii_any,handwriting_00033_hw_20260619_033_HWN_PARAGRAPH_4LINE_001,"ꈑꆪꃰꒃꅑ，ꑫꒃꅈꂸꊌ，ꁬꈬꏂꊂꍅ。
蓝田日暖玉生烟。ꋒꂷꒊꂷꋒ，ꉌꐔꋍꂷꊌ，
ꃅꇔꄹꃴꏪ，ꏮꆹꉔꈯꒊꆈꉆ，
ꀗꊪꆹꆺꄷ，ꃢꋒꃢꃀꀊꏂꋒ。","ꈑꆪꃰꒃꅑ，ꑫꅺꅈꂸꑲ，ꁬꈬꏂꊂꍅ。
蓬ꋦꁵꎳꀨꁠ。ꋒꂷꒊꂷꋒ，ꆂꐔꋍꂷꊌ，
ꃅꆳꄹꃴꏪ，ꏮꆹꉔꈯꒊꆈꉆ，
ꀗꊪꆹꆺꄷ，ꏃꋒꏪꃀꀊꏂꋒ。"
handwriting_region_000550,真实手写,region,yi,hard,False,0.187500,0.200000,0.200000,0.240000,,6,32,32,ascii_any,handwriting_00006_hw_20260619_006_HWN_PARAGRAPH_2LINE_006,"ꁊꎿꇢꄧꂿ，ꒆꑌꇐꑍꒆ，
ꀋꃋꒉꂶꌠ，ꌺꇢꃅꐧꐏ，
ꃼꊃꊫꇵꐎ。","ꁊꎿꇢꄧꂿ，ꒆꁻꇐꊃꒆ，
ꀋꆳꒉꌄꌠ，ꌺꇢꃅꐧꐏ，
ꃼꊃꄖꂦꐎ。"
luoe_teyi_line_000277,《勒俄特依》译注,line,yi_han,medium,True,0.187500,0.187500,0.187500,0.000000,0.000000,3,16,14,,book_00285_luoe_teyi_annotated__luoe_teyi_annotated_p168_old_luoe_reference__v3_box_001__header_text_line,八、ꏃꇖꊇꄮꍂ石尔俄特时代155,八、ꏃꇖꊇꄮꍂ石尔俄特时代，
gen_yu_hua_line_000046,根与花,line,yi,easy,False,0.184211,0.184211,0.184211,0.194444,,7,38,38,,book_00046_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_003,ꏳꌧꄉꆏꄩꆏꑲꌠꄸꇝ。ꀋꌩꏍꑵꀿꃅꐤꉘꇨꑲꆏꅇꀵꉐꀳꇁꑵꉬꄷꆏꑇꀐꀞ？ꌞꈂꀸ,ꏲꌧꄉꆏꂘꆏꑲꌠꄸꇆ。ꀋꃼꋋꑵꀿꃅꐤꉘꇨꑲꆏꅇꀵꉐꀳꇁꑵꉬꄷꆏꑇꀐꀀ？ꋋꈂꀸ
handwriting_region_000568,真实手写,region,yi,hard,False,0.183673,0.187500,0.187500,0.225000,,9,49,48,ascii_any,handwriting_00024_hw_20260619_024_HWN_PARAGRAPH_3LINE_004,"ꑍꆏꈨꃘꅐ，ꁍꌠꃢꆉꈔ，ꃢꆹꆿꀑꍸ，ꁮꑍꃀꊂꊪ，ꈧꅐ
ꐍꇉꀕ。ꀊꑙꐩꍀꈬ，ꃱꌺꐛꍝꑌ，ꈿꅪꌩꈪꄻ。","ꋍꆏꈨꃘꅐ，ꁍꌠꃢꆉꈼ，ꇠꆹꆿꀑꍸ，ꁯꑍꈌꊪ，ꈧꅊ
ꐍꇉꀕ。ꀊꑙꐩꍀꈬ，ꃱꌺꐛꍝꅪ，ꀥꅪꌩꈪꄻ。"
handwriting_region_000602,真实手写,region,yi,medium,False,0.181818,0.200000,0.200000,0.200000,,2,11,11,ascii_any,upload_handwriting_04_full,"ꄣꑭꑌꄉꇈ
ꐯꏧꆹꄡꑸ","ꄾꑭꑌꄉꇈ
ꐯꁻꆹꄡꑸ"
yi_dictionary_line_000498,彝文检字本,line,yi_han_latin,hard,False,0.181818,0.181818,0.181818,0.666667,0.000000,2,11,11,"ascii_letter,ascii_any",book_00534_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_004__body_line,ꉩ（ngo）ꉩꇗ猫头鹰,ꉨ（ngo）ꉨꇗ猫头鹰
handwriting_region_000575,真实手写,region,yi,hard,False,0.179104,0.187500,0.187500,0.222222,,12,67,67,ascii_any,handwriting_00031_hw_20260619_031_HWN_PARAGRAPH_3LINE_011,"ꀉꐩꒊꂷꋒ，ꋒꂷꒊꂷꋒ，ꀉꐔꎰꉙꈘꅉꇬ，
ꑆꆹꂿꃋꃹ，ꆳꅐꄚꈴꇁ，ꇁꇊꄵꇓꁦꀑꆏ。
ꒉꇸꄆꌤꌌ，ꃄꈌꌟꀑꆗ，ꄯꒉꅇꂸꅑ，
ꃀꃏꃪꃹꊐ。","ꋫꐩꒊꂷꋒ，ꋒꂷꒊꂷꋒ，ꀉꃷꎰꉙꈘꃶꇬ，
ꈊꆹꂿꃋꀀ，ꆳꅐꄚꈴꁠ，ꇁꇊꄵꇓꁦꀑꄸ。
ꒉꇸꄆꅍꌌ，ꀉꈌꌟꀑꆗ，ꁱꒉꅇꏬꅑ，
ꃀꃏꎆꃹꊐ。"
handwriting_region_000569,真实手写,region,yi,hard,False,0.178571,0.185185,0.185185,0.222222,,10,56,56,ascii_any,handwriting_00025_hw_20260619_025_HWN_PARAGRAPH_3LINE_005,"ꀉꊪꇜꑴꄷ，ꏮꇊꉬꑎꈻ，ꃅꆈꊾꌦꅝ。
ꂿꃋꋍꃅꐞ，ꌌꇁꀗꈌꌸ，ꀱꑋꌡꋌꉖ，
ꐓꇌꌹꋒꊪ，ꎺꌺꆳꄿꋯ，ꋍꊂꂿꈭꐨ。","ꀉꊪꈑꀋꄷ，ꏮꊙꉬꑎꈻ，ꃅꀋꈽꌦꅝ。
ꄯꃋꋍꃅꐞ，ꌌꇁꀗꈌꌸ，ꀱꁺꀀꋌꉖ，
ꃲꇌꋥꋒꊪ，ꎺꌺꆳꄿꋯ，ꋍꊂꂿꈭꐨ。"
gen_yu_hua_line_000051,根与花,line,yi,easy,False,0.175000,0.175000,0.175000,0.194444,,7,40,40,,book_00051_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v4_box_003__part_009,ꀋꐥ，ꑠꃅꑎꆏꌦꄠꄉꀞꐕ；ꀐꒉꏭꄉꇬꑌ，ꌞꊿꀊꋩꀿꃮꄀꀋꇗ，ꅪꁳꅪꀠꉢꋇꏤꒉꄷꆏ,ꀋꐥ，ꄔꃅꑎꆏꌦꇈꄉꀞꐕ；ꀐꒉꏭꄉꇬꑌ，ꏾꊿꀊꅰꃅꉢꄀꀋꇗ，ꅪꁳꅪꀠꉢꌼꏤꒉꄷꆏ
handwriting_region_000570,真实手写,region,yi,hard,False,0.173913,0.181818,0.181818,0.216216,,8,46,46,ascii_any,handwriting_00026_hw_20260619_026_HWN_PARAGRAPH_3LINE_006,"ꀑꊃꍆꀕꈌꌠꇔ，ꆈꀘꈜꉐꑌ，ꋒꂪꒊꂷꋒ，
ꐧꋊꃪꊂꎭ，ꂴꆽꋍꑍꆹ，
ꉒꇁꉾꀋꃀ，ꄂꐎꁧꑎꄃ，","ꀐꋗꍆꀕꈌꌠꊝ，ꀋꀘꈜꉉꁻ，ꋒꂪꒊꂷꋒ，
ꐧꆫꃪꊂꎭ，ꂴꆽꋍꑍꆹ，
ꉒꑍꉾꀋꃀ，ꄂꐎꁧꑎꄃ，"
handwriting_region_000584,真实手写,region,yi,hard,False,0.172414,0.200000,0.200000,0.200000,,5,29,29,ascii_any,handwriting_00040_hw_20260619_040_HWN_POEM_STANZA_015,"ꀀꍹꀵꋩꌬ
ꌅꋦꁋꂷꉬ
ꌡꍯꄚꄃꑌ
ꀃꍯꄚꂸꄃ
ꀉꐔꀘꇐꉆ","ꀂꍹꀵꋩꌬ
ꌅꋦꁋꂷꉬ
ꀀꍯꄚꄃꑌ
ꀃꄯꄚꏬꄃ
ꀉꐔꀘꄃꉆ"
handwriting_region_000586,真实手写,region,yi,hard,False,0.170732,0.189189,0.189189,0.189189,,7,41,41,ascii_any,handwriting_00042_hw_20260619_042_HWN_POEM_STANZA_020,"ꏃꃅꉬꐮꉜ
ꍍꐎꍍꆂꈬꈨꉼꃲꆏ
ꐧꐛꈲꐛꇁꑴꄷ
ꍍꐎꍍꆂꈬꈨꉼꊂꆏ
ꀑꊃꍆꀕꈌꌠꇔ","ꄂꃅꉬꐮꉜ
ꄓꐎꍍꆂꈬꈨꉼꃲꆏ
ꐧꐛꈲꐛꇁꑷꄷ
ꄯꐎꍍꆂꈬꈨꉼꊂꆏ
ꏓꊃꍆꏢꈌꌠꎝ"
handwriting_region_000573,真实手写,region,yi,hard,False,0.169492,0.175439,0.175439,0.208333,,10,58,59,ascii_any,handwriting_00029_hw_20260619_029_HWN_PARAGRAPH_3LINE_009,"ꎰꌺꇁꑌꁈ，ꈬꋊꐛꇬꆏ。ꏷꌩꀂꏽꉆꄉꁻ，
ꐧꋦꊨꂸꄅ。ꏃꃅꆈꅉꀕ，ꉬꄚꇴꌅꄑ，ꃅꄮ
ꄏꆺꉆ，ꃰꅪꌕꁧꐛ，ꐧꇽꐞꃴꅞ。","ꎰꌺꇁꑌꁈ，ꈫꋊꐛꇬꆏ。ꏷꃢꀂꏽꉢꄉꅩ，
ꒀꋦꊨꂸꄅ。ꆳꃅꄸꅉꀕ，ꉬꄚꇴꌅꄑ，ꃅꑮꄮ
ꄏꆺꉢ，ꃰꅪꌕꁧꐛ，ꆮꇽꐞꃴꅞ。"
liangshan_yi_grammar_line_000273,凉山彝语语法,line,yi_han,medium,True,0.166667,0.166667,0.166667,0.000000,0.000000,2,12,12,,book_00273_liangshan_grammar__liangshan_grammar_p184_grammar_mixed_special__v3_box_006__body_line,②ꉪꄯꒉꀘ（ꀘ作谓语）。,②ꉪꄯꒉꀘ《ꀘ作谓语》。
luoe_teyi_line_000279,《勒俄特依》译注,line,yi_han,medium,True,0.166667,0.166667,0.083333,0.000000,0.000000,2,11,12,ascii_any,book_00300_luoe_teyi_annotated__luoe_teyi_annotated_p250_old_luoe_reference__v3_box_019__header_text_line,十、ꌅꋦꁋ兹住地237,十、ꌅꋦꁋ兹住地２：37
xuan_yi_2_line_000357,凉山彝文资料选译第2集,line,yi,medium,False,0.166667,0.166667,0.166667,0.200000,,1,6,6,,book_00393_xuan_yi_2__xuan_yi_2_p102_old_selection_same_batch__v3_box_013__body_line,ꀴꆳꀄꃹꑐ。,ꂿꆳꀄꃹꑐ。
xuan_yi_3_line_000417,凉山彝文资料选译第3集,line,yi,medium,False,0.166667,0.166667,0.166667,0.200000,,1,6,6,,book_00453_xuan_yi_3__xuan_yi_3_p064_old_selection_same_batch__v3_box_005__body_line,ꌢꎭꃅꍵꂊ，,ꌢꎭꃅꍵꍔ，
luoe_teyi_region_000536,《勒俄特依》译注,region,yi,hard,False,0.166667,0.166667,0.166667,0.200000,,1,6,6,,book_00310_luoe_parent__luoe_teyi_annotated_p414_old_luoe_reference__v4_box_001__yi_phonetic_parent_region,ꑗꀕꃅꃴꈤ，,ꒆꀕꃅꃴꈤ，
handwriting_region_000553,真实手写,region,yi,hard,False,0.163265,0.177778,0.177778,0.205128,,8,48,49,ascii_any,handwriting_00009_hw_20260619_009_HWN_PARAGRAPH_2LINE_009,"ꃵꃶꌦꎭꆹꀒꋤ，ꉒ
ꉾꑋꌺꇢ，ꀉꐔꈁꎔꎗ，
ꀀꁌꀂꂸꈼ，ꐚꇴꐚꆹꋋ
ꊂꊰ，ꅸꇁꌅꉙꇓꑎ
ꁧꇬꅞ。","ꃵꃶꌦꎭꆹꀒꁏ，ꉒ
ꑪꑋꌺꇢ，ꀉꐔꄝꎔꎗ，
ꀀꁌꀂꂸꈼ，ꐚꇴꐚꆹꋋ
ꊂꊰ，ꇃꏶꌅꉙꁪꑎꂷ
ꁧꇬꇌ。"
handwriting_region_000583,真实手写,region,yi,hard,False,0.160000,0.181818,0.181818,0.181818,,4,25,25,ascii_any,handwriting_00039_hw_20260619_039_HWN_POEM_STANZA_012,"ꇐꉙꀉꇐꌧꅊꇈ
ꀁꑌꇐꉬꄷ
ꂮꑍꇐꋚꋠ
ꌤꑌꇐꃢꈚ","ꇐꉙꀉꃶꌧꅊꇈ
ꀁꑌꇐꉬꄷ
ꂮꑍꃑꋚꋠ
ꊃꑌꇐꂴꈚ"
handwriting_region_000572,真实手写,region,yi,hard,False,0.160000,0.166667,0.166667,0.195122,,8,50,50,ascii_any,handwriting_00028_hw_20260619_028_HWN_PARAGRAPH_3LINE_008,"ꇵꂅꑋꇖꏿꇈꃲ，ꎆꁵꄙꃅꁵ，ꄁꏸꆪꊂꑌ。
ꁍꐛꇁꂯꐞ，ꈧꅐꈨꐚꏍꄉꁻ。
ꄀꉘꌺꒉꈤ，ꈤꇁꂱꄝꁦꀑꉆ，","ꏎꂅꑋꇍꐑꇈꃲ，ꎆꀋꄙꃅꁵ，ꄁꏸꆪꊂꑌ。
ꄔꐛꇁꂯꐞ，ꈧꅐꈨꐚꏍꏾꁻ。
ꁬꉘꌺꒉꈤ，ꈤꇁꃱꄝꁦꀑꉆ，"
handwriting_region_000562,真实手写,region,yi,hard,False,0.156250,0.166667,0.166667,0.160000,,5,32,32,ascii_any,handwriting_00018_hw_20260619_018_HWN_PARAGRAPH_2LINE_018,"ꑙꅪꌕꂾꈤ，ꄵꇓꁦꀑꉆ。
ꀟꑳꅏꐡꐛ，ꉬꐮꌘꏮꀕ，
ꉬꐮꄀꋍꋒ，","ꑙꅪꌕꌊꈤ，ꄵꇓꁦꀑꁰ。
ꀟꑳꅏꐡꐛ，ꉬꐮꌘꉒꉒ，
ꉬꐮꄀꋍꋒ。"
handwriting_region_000571,真实手写,region,yi,hard,False,0.155172,0.160714,0.160714,0.191489,,9,58,58,ascii_any,handwriting_00027_hw_20260619_027_HWN_PARAGRAPH_3LINE_007,"ꋍꊂꐧꋦꆹ，ꁵꊪꐂꐞꃰꎝꌺ，ꌅꋦꅈꆹꃶ。
ꑛꇐꃢꊂꇁ，ꐧꐛꇁꂸꄿ，ꆫꂮꄏꒃꅑ。
ꇍꌺꇐꑢꄮ，ꌺꉬꌕꑻꒆ，ꉾꂾꏂꉐꒃ。","ꋍꊂꐧꋦꆹ，ꀋꊪꐂꐯꃰꈝꌺ，ꌅꂵꆣꆹꃶ。
ꑛꇐꏃꊂꇁ，ꐧꐛꇁꂸꄿ，ꑃꂮꄏꄿꍍ。
ꇍꌺꇐꑢꄮ，ꌺꉬꌕꑻꒆ，ꉾꂾꏂꉐꒃ。"
handwriting_region_000565,真实手写,region,yi,hard,False,0.153846,0.163265,0.163265,0.190476,,8,51,52,ascii_any,handwriting_00021_hw_20260619_021_HWN_PARAGRAPH_3LINE_001,"ꌿꊂꀑꎹꑌꀑꊌ，ꌦꃅꌊꃅ
ꇖꂷꋩ。ꎰꃀꆞꐛꈚ，ꏬꉘ
ꏬꄹꐙ，ꉔꈯꏪꐦꉆ。
ꋪꀕꉻꑭꆫ，ꀉꇐꒆꇊꂾꋍꈓ。","ꌿꊂꀑꊔꑌꀑꑲ，ꌦꃅꌊꃅ
ꇖꂷꋩ。ꎰꃀꐻꐛꎐ，ꏬꉘ
ꂮꏬꄹꐙ，ꉔꈯꏪꐦꉢ。
ꋪꈌꉻꑭꆫ，ꋫꇐꒆꇊꂾꋍꈓ。"
