id,source_name,sample_type,script_mix,difficulty,has_digit,ned,ws_ned,nfkc_ws_ned,yi_ned,han_ned,dist,gt_len,pred_len,flags,original_id,gt,pred
handwriting_region_000550,真实手写,region,yi,hard,False,0.187500,0.200000,0.200000,0.240000,,6,32,32,ascii_any,handwriting_00006_hw_20260619_006_HWN_PARAGRAPH_2LINE_006,"ꁊꎿꇢꄧꂿ，ꒆꑌꇐꑍꒆ，
ꀋꃋꒉꂶꌠ，ꌺꇢꃅꐧꐏ，
ꃼꊃꊫꇵꐎ。","ꁊꎿꇢꄧꂿ，ꒆꁻꇐꊃꒆ，
ꀋꆳꒉꌄꌠ，ꌺꇢꃅꐧꐏ，
ꃼꊃꄖꂦꐎ。"
handwriting_region_000568,真实手写,region,yi,hard,False,0.183673,0.187500,0.187500,0.225000,,9,49,48,ascii_any,handwriting_00024_hw_20260619_024_HWN_PARAGRAPH_3LINE_004,"ꑍꆏꈨꃘꅐ，ꁍꌠꃢꆉꈔ，ꃢꆹꆿꀑꍸ，ꁮꑍꃀꊂꊪ，ꈧꅐ
ꐍꇉꀕ。ꀊꑙꐩꍀꈬ，ꃱꌺꐛꍝꑌ，ꈿꅪꌩꈪꄻ。","ꋍꆏꈨꃘꅐ，ꁍꌠꃢꆉꈼ，ꇠꆹꆿꀑꍸ，ꁯꑍꈌꊪ，ꈧꅊ
ꐍꇉꀕ。ꀊꑙꐩꍀꈬ，ꃱꌺꐛꍝꅪ，ꀥꅪꌩꈪꄻ。"
handwriting_region_000602,真实手写,region,yi,medium,False,0.181818,0.200000,0.200000,0.200000,,2,11,11,ascii_any,upload_handwriting_04_full,"ꄣꑭꑌꄉꇈ
ꐯꏧꆹꄡꑸ","ꄾꑭꑌꄉꇈ
ꐯꁻꆹꄡꑸ"
yi_dictionary_line_000498,彝文检字本,line,yi_han_latin,hard,False,0.181818,0.181818,0.181818,0.666667,0.000000,2,11,11,"ascii_letter,ascii_any",book_00534_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_004__body_line,ꉩ（ngo）ꉩꇗ猫头鹰,ꉨ（ngo）ꉨꇗ猫头鹰
handwriting_region_000575,真实手写,region,yi,hard,False,0.179104,0.187500,0.187500,0.222222,,12,67,67,ascii_any,handwriting_00031_hw_20260619_031_HWN_PARAGRAPH_3LINE_011,"ꀉꐩꒊꂷꋒ，ꋒꂷꒊꂷꋒ，ꀉꐔꎰꉙꈘꅉꇬ，
ꑆꆹꂿꃋꃹ，ꆳꅐꄚꈴꇁ，ꇁꇊꄵꇓꁦꀑꆏ。
ꒉꇸꄆꌤꌌ，ꃄꈌꌟꀑꆗ，ꄯꒉꅇꂸꅑ，
ꃀꃏꃪꃹꊐ。","ꋫꐩꒊꂷꋒ，ꋒꂷꒊꂷꋒ，ꀉꃷꎰꉙꈘꃶꇬ，
ꈊꆹꂿꃋꀀ，ꆳꅐꄚꈴꁠ，ꇁꇊꄵꇓꁦꀑꄸ。
ꒉꇸꄆꅍꌌ，ꀉꈌꌟꀑꆗ，ꁱꒉꅇꏬꅑ，
ꃀꃏꎆꃹꊐ。"
handwriting_region_000569,真实手写,region,yi,hard,False,0.178571,0.185185,0.185185,0.222222,,10,56,56,ascii_any,handwriting_00025_hw_20260619_025_HWN_PARAGRAPH_3LINE_005,"ꀉꊪꇜꑴꄷ，ꏮꇊꉬꑎꈻ，ꃅꆈꊾꌦꅝ。
ꂿꃋꋍꃅꐞ，ꌌꇁꀗꈌꌸ，ꀱꑋꌡꋌꉖ，
ꐓꇌꌹꋒꊪ，ꎺꌺꆳꄿꋯ，ꋍꊂꂿꈭꐨ。","ꀉꊪꈑꀋꄷ，ꏮꊙꉬꑎꈻ，ꃅꀋꈽꌦꅝ。
ꄯꃋꋍꃅꐞ，ꌌꇁꀗꈌꌸ，ꀱꁺꀀꋌꉖ，
ꃲꇌꋥꋒꊪ，ꎺꌺꆳꄿꋯ，ꋍꊂꂿꈭꐨ。"
handwriting_region_000570,真实手写,region,yi,hard,False,0.173913,0.181818,0.181818,0.216216,,8,46,46,ascii_any,handwriting_00026_hw_20260619_026_HWN_PARAGRAPH_3LINE_006,"ꀑꊃꍆꀕꈌꌠꇔ，ꆈꀘꈜꉐꑌ，ꋒꂪꒊꂷꋒ，
ꐧꋊꃪꊂꎭ，ꂴꆽꋍꑍꆹ，
ꉒꇁꉾꀋꃀ，ꄂꐎꁧꑎꄃ，","ꀐꋗꍆꀕꈌꌠꊝ，ꀋꀘꈜꉉꁻ，ꋒꂪꒊꂷꋒ，
ꐧꆫꃪꊂꎭ，ꂴꆽꋍꑍꆹ，
ꉒꑍꉾꀋꃀ，ꄂꐎꁧꑎꄃ，"
handwriting_region_000584,真实手写,region,yi,hard,False,0.172414,0.200000,0.200000,0.200000,,5,29,29,ascii_any,handwriting_00040_hw_20260619_040_HWN_POEM_STANZA_015,"ꀀꍹꀵꋩꌬ
ꌅꋦꁋꂷꉬ
ꌡꍯꄚꄃꑌ
ꀃꍯꄚꂸꄃ
ꀉꐔꀘꇐꉆ","ꀂꍹꀵꋩꌬ
ꌅꋦꁋꂷꉬ
ꀀꍯꄚꄃꑌ
ꀃꄯꄚꏬꄃ
ꀉꐔꀘꄃꉆ"
handwriting_region_000586,真实手写,region,yi,hard,False,0.170732,0.189189,0.189189,0.189189,,7,41,41,ascii_any,handwriting_00042_hw_20260619_042_HWN_POEM_STANZA_020,"ꏃꃅꉬꐮꉜ
ꍍꐎꍍꆂꈬꈨꉼꃲꆏ
ꐧꐛꈲꐛꇁꑴꄷ
ꍍꐎꍍꆂꈬꈨꉼꊂꆏ
ꀑꊃꍆꀕꈌꌠꇔ","ꄂꃅꉬꐮꉜ
ꄓꐎꍍꆂꈬꈨꉼꃲꆏ
ꐧꐛꈲꐛꇁꑷꄷ
ꄯꐎꍍꆂꈬꈨꉼꊂꆏ
ꏓꊃꍆꏢꈌꌠꎝ"
handwriting_region_000573,真实手写,region,yi,hard,False,0.169492,0.175439,0.175439,0.208333,,10,58,59,ascii_any,handwriting_00029_hw_20260619_029_HWN_PARAGRAPH_3LINE_009,"ꎰꌺꇁꑌꁈ，ꈬꋊꐛꇬꆏ。ꏷꌩꀂꏽꉆꄉꁻ，
ꐧꋦꊨꂸꄅ。ꏃꃅꆈꅉꀕ，ꉬꄚꇴꌅꄑ，ꃅꄮ
ꄏꆺꉆ，ꃰꅪꌕꁧꐛ，ꐧꇽꐞꃴꅞ。","ꎰꌺꇁꑌꁈ，ꈫꋊꐛꇬꆏ。ꏷꃢꀂꏽꉢꄉꅩ，
ꒀꋦꊨꂸꄅ。ꆳꃅꄸꅉꀕ，ꉬꄚꇴꌅꄑ，ꃅꑮꄮ
ꄏꆺꉢ，ꃰꅪꌕꁧꐛ，ꆮꇽꐞꃴꅞ。"
luoe_teyi_line_000279,《勒俄特依》译注,line,yi_han,medium,True,0.166667,0.166667,0.083333,0.000000,0.000000,2,11,12,ascii_any,book_00300_luoe_teyi_annotated__luoe_teyi_annotated_p250_old_luoe_reference__v3_box_019__header_text_line,十、ꌅꋦꁋ兹住地237,十、ꌅꋦꁋ兹住地２：37
handwriting_region_000553,真实手写,region,yi,hard,False,0.163265,0.177778,0.177778,0.205128,,8,48,49,ascii_any,handwriting_00009_hw_20260619_009_HWN_PARAGRAPH_2LINE_009,"ꃵꃶꌦꎭꆹꀒꋤ，ꉒ
ꉾꑋꌺꇢ，ꀉꐔꈁꎔꎗ，
ꀀꁌꀂꂸꈼ，ꐚꇴꐚꆹꋋ
ꊂꊰ，ꅸꇁꌅꉙꇓꑎ
ꁧꇬꅞ。","ꃵꃶꌦꎭꆹꀒꁏ，ꉒ
ꑪꑋꌺꇢ，ꀉꐔꄝꎔꎗ，
ꀀꁌꀂꂸꈼ，ꐚꇴꐚꆹꋋ
ꊂꊰ，ꇃꏶꌅꉙꁪꑎꂷ
ꁧꇬꇌ。"
handwriting_region_000583,真实手写,region,yi,hard,False,0.160000,0.181818,0.181818,0.181818,,4,25,25,ascii_any,handwriting_00039_hw_20260619_039_HWN_POEM_STANZA_012,"ꇐꉙꀉꇐꌧꅊꇈ
ꀁꑌꇐꉬꄷ
ꂮꑍꇐꋚꋠ
ꌤꑌꇐꃢꈚ","ꇐꉙꀉꃶꌧꅊꇈ
ꀁꑌꇐꉬꄷ
ꂮꑍꃑꋚꋠ
ꊃꑌꇐꂴꈚ"
handwriting_region_000572,真实手写,region,yi,hard,False,0.160000,0.166667,0.166667,0.195122,,8,50,50,ascii_any,handwriting_00028_hw_20260619_028_HWN_PARAGRAPH_3LINE_008,"ꇵꂅꑋꇖꏿꇈꃲ，ꎆꁵꄙꃅꁵ，ꄁꏸꆪꊂꑌ。
ꁍꐛꇁꂯꐞ，ꈧꅐꈨꐚꏍꄉꁻ。
ꄀꉘꌺꒉꈤ，ꈤꇁꂱꄝꁦꀑꉆ，","ꏎꂅꑋꇍꐑꇈꃲ，ꎆꀋꄙꃅꁵ，ꄁꏸꆪꊂꑌ。
ꄔꐛꇁꂯꐞ，ꈧꅐꈨꐚꏍꏾꁻ。
ꁬꉘꌺꒉꈤ，ꈤꇁꃱꄝꁦꀑꉆ，"
handwriting_region_000562,真实手写,region,yi,hard,False,0.156250,0.166667,0.166667,0.160000,,5,32,32,ascii_any,handwriting_00018_hw_20260619_018_HWN_PARAGRAPH_2LINE_018,"ꑙꅪꌕꂾꈤ，ꄵꇓꁦꀑꉆ。
ꀟꑳꅏꐡꐛ，ꉬꐮꌘꏮꀕ，
ꉬꐮꄀꋍꋒ，","ꑙꅪꌕꌊꈤ，ꄵꇓꁦꀑꁰ。
ꀟꑳꅏꐡꐛ，ꉬꐮꌘꉒꉒ，
ꉬꐮꄀꋍꋒ。"
handwriting_region_000571,真实手写,region,yi,hard,False,0.155172,0.160714,0.160714,0.191489,,9,58,58,ascii_any,handwriting_00027_hw_20260619_027_HWN_PARAGRAPH_3LINE_007,"ꋍꊂꐧꋦꆹ，ꁵꊪꐂꐞꃰꎝꌺ，ꌅꋦꅈꆹꃶ。
ꑛꇐꃢꊂꇁ，ꐧꐛꇁꂸꄿ，ꆫꂮꄏꒃꅑ。
ꇍꌺꇐꑢꄮ，ꌺꉬꌕꑻꒆ，ꉾꂾꏂꉐꒃ。","ꋍꊂꐧꋦꆹ，ꀋꊪꐂꐯꃰꈝꌺ，ꌅꂵꆣꆹꃶ。
ꑛꇐꏃꊂꇁ，ꐧꐛꇁꂸꄿ，ꑃꂮꄏꄿꍍ。
ꇍꌺꇐꑢꄮ，ꌺꉬꌕꑻꒆ，ꉾꂾꏂꉐꒃ。"
handwriting_region_000565,真实手写,region,yi,hard,False,0.153846,0.163265,0.163265,0.190476,,8,51,52,ascii_any,handwriting_00021_hw_20260619_021_HWN_PARAGRAPH_3LINE_001,"ꌿꊂꀑꎹꑌꀑꊌ，ꌦꃅꌊꃅ
ꇖꂷꋩ。ꎰꃀꆞꐛꈚ，ꏬꉘ
ꏬꄹꐙ，ꉔꈯꏪꐦꉆ。
ꋪꀕꉻꑭꆫ，ꀉꇐꒆꇊꂾꋍꈓ。","ꌿꊂꀑꊔꑌꀑꑲ，ꌦꃅꌊꃅ
ꇖꂷꋩ。ꎰꃀꐻꐛꎐ，ꏬꉘ
ꂮꏬꄹꐙ，ꉔꈯꏪꐦꉢ。
ꋪꈌꉻꑭꆫ，ꋫꇐꒆꇊꂾꋍꈓ。"
handwriting_page_000601,真实手写,page,yi,medium,False,0.153846,0.159483,0.159483,0.172093,,38,242,247,ascii_any,upload_handwriting_02_full,"ꃅꇬꀋꌺꌠꀋꃅ：
ꉢꆏꎭꀕ！ꇽꀋꃅꇽꆹꎭꏂ，ꇽꀋꆏꀕꃅꄉ，
ꆏꎭꌠꌋꀨꀋꋠꀕ，ꆏꎭꀕꃅꈁꀋꐧꀕ。
ꆀꃅꀋꑟꀋꌺꆹꃅꌋꀨꀋꃅꆹꆀꃅꀋꇬꀋꆏꀋ
ꑟꌠꌺꀋꃅ，ꆀꃅꌺꀋꇬꈁꆏꀋꌺꇬꈁꀋꆏꀕ。
ꆏꀋꃅꑟꃅꀋꉆꀋꆏꀕ，ꆀꃅꃅꌋꀨꀋꃅꌺꀋꇬꈁ
ꀋꐥꀋꆏꀕ，ꀋꑟꀋꃅꆇꇁꌠꀋꃅꈁꀋꐧꀕ，ꃅꌋ
ꀨꀋꃅꌺꀋꇬꈁꀋꎭꀕꌠꀋꃅ。
ꆏꀋꃅꆀꃅꃅꌋꀨꀋꃅꌺꀋꇬꈁꀋꐧꀋꆏꀕ
ꆏꀋꇬꈁꀋꐥꀋꆏꀕ。ꇽꆏꎭꌠꌋꀨꀋꐧꀕ！ꃅꆎ
ꇁꌠꀋꃅꈁꌋꀨꀋꐧꀕ，ꆀꃅꃅꌋꀨꀋꃅꈁꃅ
ꌺꇬꇁꀕ。
ꀋꎭꀕ
ꀋꌺꀕ
ꉘꎭꀨꌠꀋꃅ：ꉢꆹꎭꏂ","ꀋꎭꀨ
ꃅꇬꀋꌺꌠꀋꃅ：
ꉢꆏꎭꀕ！ꉢꀋꃅꉢꆹꊀꏂ，ꉢꀋꆏꀕꃅꊉ，
ꆏꎭꌠꌋꀫꀋꐧꀕ，ꆏꎭꀕꃅꐓꀋꐧꀕ。
ꆀꃅꀋꑟꀋꌺꇓꃅꌋꀨꀋꃅꆹꆀꃅꀋꇓꀋꁻꀋ
ꑟꌠꌺꀋꃅ，ꆀꃅꌺꀋꇬꏓꆏꀋꌺꀋꉣꏗꀋꆏꀕ。
ꆏꀋꃅꑟꃅꀋꉆꀋꋂꀕ，ꆀꃅꃅꌋꀫꀋꃅꌺꀊꃆꏗ
ꀋꐥꀋꆏꀕ，ꀋꑟꀋꃅꆎꇁꌠꀋꃅꃢꀋꐧꀕ，ꃅꌋ
ꀨꀋꃅꌺꀋꇬꏗꀋꎭꀕꌠꀋꃅ。
ꆏꀋꃅꆀꃅꃅꌋꀨꀋꃅꌺꀋꇓꏗꀋꋧꀋꆏꈍ
ꆏꀋꇬꏗꀋꐥꀋꆈꀕ。ꃠꆏꎭꌠꌋꀨꀋꐧꀕ！ꃅꄷ
ꇁꌠꀋꃅꏗꌋꀨꀋꐧꀕ，ꆀꃅꃅꉿꀨꀋꃅꏗꃅ
ꌺꇬꇁꀕ。
ꀋꎭꀕ
ꀋꌺꀕ
ꉘꎭꀨꌠꀋꃅ：ꉢꆹꎭꏂ"
handwriting_region_000545,真实手写,region,yi,hard,False,0.146341,0.166667,0.166667,0.200000,,6,41,41,ascii_any,handwriting_00001_hw_20260619_001_HWN_PARAGRAPH_2LINE_001,"ꑱꍹꄚꑌꇈ，
ꀘꅷꀗꇴꆹ，
ꐯꇁꉾꈤꀀ，
ꄟꁻꃅꊂꆏ，
ꐈꇁꃰꐛꇁ，
ꉢꄜꆎꇰꄷ。","ꑱꍹꄚꑌꇈ，
ꀘꅷꀗꇴꆹ，
ꐯꁨꈴꈤꀀ，
ꐞꁻꃅꊂꆏ，
ꐈꏸꃰꐛꑍ，
ꉢꄜꄷꇰꄷ。"
handwriting_region_000555,真实手写,region,yi,hard,False,0.146341,0.157895,0.157895,0.187500,,6,41,41,ascii_any,handwriting_00011_hw_20260619_011_HWN_PARAGRAPH_2LINE_011,"ꀊꊉꎺꀮꁵ，ꃄꌩꉬꐮꋋ
ꊂꎭ，ꂿꃋꈔꊂꆏ。
ꐚꈻꃪꊂꎭ，ꂿꃋꈔꊂꆏ，
ꏸꋦꑓꊐꇁ，","ꀊꊉꎺꀮꀋ，ꋬꌩꉬꐮꋋ
ꊂꎭ，ꂿꃋꈔꊂꇬ。
ꐚꈻꃪꊂꎭ，ꂿꃋꍈꊂꆃ，
ꏸꂵꑓꊐꇁ，"
handwriting_region_000579,真实手写,region,yi,hard,False,0.145833,0.166667,0.166667,0.194444,,7,48,48,ascii_any,handwriting_00035_hw_20260619_035_HWN_PARAGRAPH_4LINE_003,"ꉔꇁꄝꌠꀱꀑꀱꅪ
ꅑꅉꇬ，
ꌅꋦꁋꂸꉬ，
ꀃꍯꄚꂸꄃ；
ꅙꑭꎽꀮꄜ；
ꂸꏦꌩꌕꄿ，
ꑳꃴꆀꐪꄜ；","ꉔꈤꄝꌠꀱꀑꀱꄚ
ꋚꅉꇬ，
ꌅꋦꁋꂸꉬ，
ꀃꍯꄚꂸꄃ；
ꅙꑭꎽꀮꄜ；
ꂸꎔꃼꌕꄿ，
ꑳꃴꀃꇎꄜ；"
handwriting_region_000559,真实手写,region,yi,hard,False,0.142857,0.156250,0.156250,0.185185,,5,35,35,ascii_any,handwriting_00015_hw_20260619_015_HWN_PARAGRAPH_2LINE_015,"ꃵꃶꆿꑴꆹꉌꈲ，ꆀꇁ
ꎰꏦꐩ，ꅉꆷꉬꐮꎭ，
ꇴꇐꁧꐞꄓ，ꁬꈬꏂꊂ
ꍅ，","ꃵꃶꆿꃭꆹꍬꈲ，ꆀꑍ
ꎰꏦꐩ，ꏉꆷꉬꊹꎭ，
ꇴꇐꁧꐞꄓ，ꁬꈬꏂꊂ
ꍅ，"
gen_yu_hua_line_000039,根与花,line,yi,easy,True,0.142857,0.000000,0.000000,0.000000,,1,7,6,ascii_any,book_00039_gen_yu_hua__gen_yu_hua_p049_novel_plain_yi__v3_box_001__header_text_line,ꐴꌋꆀꃨ 43,ꐴꌋꆀꃨ43
handwriting_region_000561,真实手写,region,yi,hard,False,0.138889,0.147059,0.147059,0.172414,,5,36,36,ascii_any,handwriting_00017_hw_20260619_017_HWN_PARAGRAPH_2LINE_017,"ꅐꅑꃰꃅꐛ，ꋍꇉꅥꏦꏪ，
ꂿꃅꑍꊏꈔ。ꐰꆹꇉꐥꒉ
ꀋꒉ，ꉬꐮꇓꅍꐛꇁꄷ。","ꅏꅑꃰꃅꐛ，ꋍꇉꅥꊍꄖ，
ꂿꃅꑍꊏꈔ。ꐰꆹꇉꑩꒉ
ꀋꒉ，ꉬꐮꇓꅍꐛꑍꄷ。"
handwriting_region_000578,真实手写,region,yi,hard,False,0.135135,0.153846,0.153846,0.181818,,10,73,74,ascii_any,handwriting_00034_hw_20260619_034_HWN_PARAGRAPH_4LINE_002,"ꐯꄻꐯꇁꄵ，
ꉾꄻꉾꇁꄵ，
ꐯꑳꉽꑳꋉ，
ꄯꁯꎴꁖꄚꄉꈤ。
ꋪꀕꁍꃴꆏ，
ꈪꊂꐧꋦꁍꑌꐛ，
ꒉꉜꀕꆏꑍ，
ꉜꉚꏂꆏꌕ，
ꏃꀕꏸꍀꇖ，
ꁍꃀꅩꌕꒆ；","ꐯꄻꈆꈤꄵ，
ꑪꄻꈴꇁꄵ，
ꐯꑳꑨꑳꋉ，
ꄯꁯꎴꋠꄚꄉꈤ。
ꋪꀕꁍꃴꆏ，
ꈪꊂꐧꋦꄔꑌꐛ，
ꒉꉜꀕꆏꑍ，
ꉜꉚꂦꏂꆏꌕ，
ꅍꅳꏸꍀꇖ，
ꁍꃀꅩꌕꒆ；"
handwriting_region_000582,真实手写,region,yi,hard,False,0.135135,0.151515,0.151515,0.166667,,5,36,37,ascii_any,handwriting_00038_hw_20260619_038_HWN_POEM_STANZA_007,"ꉬꐮꃪꅐꊪ，
ꉬꑎꅲꒉꎻ
ꉬꄚꇴꌅꄑ
ꏃꃅꉬꐮꉜ，
ꍍꐎꍍꆂꈬꈨꉼꃲꆏ，","ꉬꐮꃪꅐꊪ，
ꉬꑎꅲꒉꅴ
ꉬꄚꇴꌅꄑ
ꐳꃅꉬꐮꉜ，
ꎵꍍꐎꄓꆂꈬꈨꉼꃲꆈ，"
handwriting_region_000549,真实手写,region,yi,hard,False,0.135135,0.147059,0.147059,0.172414,,5,37,37,ascii_any,handwriting_00005_hw_20260619_005_HWN_PARAGRAPH_2LINE_005,"ꀁꑌꇐꉬꄷ，ꈧꅐꈨꐚꏍꄉꁻ，
ꊁꇁꋍꑍꐈ。
ꌦꉈꌊꉈꇖꏢꈻ，
ꈨꆨꅇꂸꅲ。","ꀉꑌꇐꉬꆎ，ꈧꅐꈨꐚꏍꏾꁻ，
ꊁꇁꋍꑍꐈ。
ꐞꍀꌊꉈꇖꏢꈻ，
ꈨꆨꅇꂸꅲ。"
handwriting_region_000556,真实手写,region,yi,hard,False,0.130435,0.139535,0.139535,0.162162,,6,46,46,ascii_any,handwriting_00012_hw_20260619_012_HWN_PARAGRAPH_2LINE_012,"ꋋꆹꀋꉬꆏ，ꁦꀑꃰꐎꌟ
ꃅꐯꅉꇬ，ꌥꑌꅐꄿꃲ。
ꏃꇖꊇꄮꆦ，ꃮꃀꌧꊈ
ꀑꒆꂪꇱ，ꐞꐯꆹꊂꄀ。","ꀣꆹꀋꉬꆏ，ꁦꀑꃰꐎꌟ
ꃅꐯꅉꇬ，ꌥꅪꅐꋘꃲ。
ꈎꇖꊇꄮꆦ，ꃮꃀꌧꊈ
ꀑꍗꂪꈌ，ꐞꐯꆹꊂꄀ。"
